id,year,section,section_name,difficulty,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,reference
"y2_new_1770921611895_110","2","5","Section 5","medium","Year 2 Question 110 about heat transfer, thermodynamics, and temperature calculations.","Option A for Year 2 Question 110","Option B for Year 2 Question 110","Option C for Year 2 Question 110","Option D for Year 2 Question 110","B","Explanation for Year 2 Question 110 covering heat transfer methods and calculations.","AIT Period 2 Curriculum"
"y2_new_1770921611895_111","2","5","Section 5","medium","Year 2 Question 111 about heat transfer, thermodynamics, and temperature calculations.","Option A for Year 2 Question 111","Option B for Year 2 Question 111","Option C for Year 2 Question 111","Option D for Year 2 Question 111","C","Explanation for Year 2 Question 111 covering heat transfer methods and calculations.","AIT Period 2 Curriculum"
"y2_new_1770921611895_112","2","5","Section 5","medium","Year 2 Question 112 about heat transfer, thermodynamics, and temperature calculations.","Option A for Year 2 Question 112","Option B for Year 2 Question 112","Option C for Year 2 Question 112","Option D for Year 2 Question 112","D","Explanation for Year 2 Question 112 covering heat transfer methods and calculations.","AIT Period 2 Curriculum"
"y2_new_1770921611895_113","2","5","Section 5","medium","Year 2 Question 113 about heat transfer, thermodynamics, and temperature calculations.","Option A for Year 2 Question 113","Option B for Year 2 Question 113","Option C for Year 2 Question 113","Option D for Year 2 Question 113","A","Explanation for Year 2 Question 113 covering heat transfer methods and calculations.","AIT Period 2 Curriculum"
"y2_new_1770921611895_114","2","5","Section 5","medium","Year 2 Question 114 about heat transfer, thermodynamics, and temperature calculations.","Option A for Year 2 Question 114","Option B for Year 2 Question 114","Option C for Year 2 Question 114","Option D for Year 2 Question 114","B","Explanation for Year 2 Question 114 covering heat transfer methods and calculations.","AIT Period 2 Curriculum"
"y2_new_1770921611895_115","2","5","Section 5","medium","Year 2 Question 115 about heat transfer, thermodynamics, and temperature calculations.","Option A for Year 2 Question 115","Option B for Year 2 Question 115","Option C for Year 2 Question 115","Option D for Year 2 Question 115","C","Explanation for Year 2 Question 115 covering heat transfer methods and calculations.","AIT Period 2 Curriculum"
"y2_new_1770921611895_116","2","5","Section 5","medium","Year 2 Question 116 about heat transfer, thermodynamics, and temperature calculations.","Option A for Year 2 Question 116","Option B for Year 2 Question 116","Option C for Year 2 Question 116","Option D for Year 2 Question 116","D","Explanation for Year 2 Question 116 covering heat transfer methods and calculations.","AIT Period 2 Curriculum"
"y2_new_1770921611895_117","2","5","Section 5","medium","Year 2 Question 117 about heat transfer, thermodynamics, and temperature calculations.","Option A for Year 2 Question 117","Option B for Year 2 Question 117","Option C for Year 2 Question 117","Option D for Year 2 Question 117","A","Explanation for Year 2 Question 117 covering heat transfer methods and calculations.","AIT Period 2 Curriculum"
"y2_new_1770921611895_118","2","5","Section 5","medium","Year 2 Question 118 about heat transfer, thermodynamics, and temperature calculations.","Option A for Year 2 Question 118","Option B for Year 2 Question 118","Option C for Year 2 Question 118","Option D for Year 2 Question 118","B","Explanation for Year 2 Question 118 covering heat transfer methods and calculations.","AIT Period 2 Curriculum"
"y2_new_1770921611895_119","2","5","Section 5","medium","Year 2 Question 119 about heat transfer, thermodynamics, and temperature calculations.","Option A for Year 2 Question 119","Option B for Year 2 Question 119","Option C for Year 2 Question 119","Option D for Year 2 Question 119","C","Explanation for Year 2 Question 119 covering heat transfer methods and calculations.","AIT Period 2 Curriculum"
"y2_new_1770921611895_120","2","5","Section 5","medium","Year 2 Question 120 about heat transfer, thermodynamics, and temperature calculations.","Option A for Year 2 Question 120","Option B for Year 2 Question 120","Option C for Year 2 Question 120","Option D for Year 2 Question 120","D","Explanation for Year 2 Question 120 covering heat transfer methods and calculations.","AIT Period 2 Curriculum"
"y2_new_1770921611895_121","2","5","Section 5","medium","Year 2 Question 121 about heat transfer, thermodynamics, and temperature calculations.","Option A for Year 2 Question 121","Option B for Year 2 Question 121","Option C for Year 2 Question 121","Option D for Year 2 Question 121","A","Explanation for Year 2 Question 121 covering heat transfer methods and calculations.","AIT Period 2 Curriculum"
"y2_new_1770921611895_122","2","5","Section 5","medium","Year 2 Question 122 about heat transfer, thermodynamics, and temperature calculations.","Option A for Year 2 Question 122","Option B for Year 2 Question 122","Option C for Year 2 Question 122","Option D for Year 2 Question 122","B","Explanation for Year 2 Question 122 covering heat transfer methods and calculations.","AIT Period 2 Curriculum"
"y2_new_1770921611895_123","2","5","Section 5","medium","Year 2 Question 123 about heat transfer, thermodynamics, and temperature calculations.","Option A for Year 2 Question 123","Option B for Year 2 Question 123","Option C for Year 2 Question 123","Option D for Year 2 Question 123","C","Explanation for Year 2 Question 123 covering heat transfer methods and calculations.","AIT Period 2 Curriculum"
"y2_new_1770921611895_124","2","5","Section 5","medium","Year 2 Question 124 about heat transfer, thermodynamics, and temperature calculations.","Option A for Year 2 Question 124","Option B for Year 2 Question 124","Option C for Year 2 Question 124","Option D for Year 2 Question 124","D","Explanation for Year 2 Question 124 covering heat transfer methods and calculations.","AIT Period 2 Curriculum"
"y2_new_1770921611895_125","2","5","Section 5","medium","Year 2 Question 125 about heat transfer, thermodynamics, and temperature calculations.","Option A for Year 2 Question 125","Option B for Year 2 Question 125","Option C for Year 2 Question 125","Option D for Year 2 Question 125","A","Explanation for Year 2 Question 125 covering heat transfer methods and calculations.","AIT Period 2 Curriculum"
"y2_new_1770921611895_126","2","6","Section 6","medium","Year 2 Question 126 about heat transfer, thermodynamics, and temperature calculations.","Option A for Year 2 Question 126","Option B for Year 2 Question 126","Option C for Year 2 Question 126","Option D for Year 2 Question 126","B","Explanation for Year 2 Question 126 covering heat transfer methods and calculations.","AIT Period 2 Curriculum"
"y3_new_1770921611895_1","3","1","Section 1","medium","Year 3 Question 1 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 1","Option B for Year 3 Question 1","Option C for Year 3 Question 1","Option D for Year 3 Question 1","A","Explanation for Year 3 Question 1 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_2","3","1","Section 1","medium","Year 3 Question 2 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 2","Option B for Year 3 Question 2","Option C for Year 3 Question 2","Option D for Year 3 Question 2","B","Explanation for Year 3 Question 2 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_3","3","1","Section 1","medium","Year 3 Question 3 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 3","Option B for Year 3 Question 3","Option C for Year 3 Question 3","Option D for Year 3 Question 3","C","Explanation for Year 3 Question 3 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_4","3","1","Section 1","medium","Year 3 Question 4 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 4","Option B for Year 3 Question 4","Option C for Year 3 Question 4","Option D for Year 3 Question 4","D","Explanation for Year 3 Question 4 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_5","3","1","Section 1","medium","Year 3 Question 5 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 5","Option B for Year 3 Question 5","Option C for Year 3 Question 5","Option D for Year 3 Question 5","A","Explanation for Year 3 Question 5 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_6","3","1","Section 1","medium","Year 3 Question 6 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 6","Option B for Year 3 Question 6","Option C for Year 3 Question 6","Option D for Year 3 Question 6","B","Explanation for Year 3 Question 6 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_7","3","1","Section 1","medium","Year 3 Question 7 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 7","Option B for Year 3 Question 7","Option C for Year 3 Question 7","Option D for Year 3 Question 7","C","Explanation for Year 3 Question 7 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_8","3","1","Section 1","medium","Year 3 Question 8 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 8","Option B for Year 3 Question 8","Option C for Year 3 Question 8","Option D for Year 3 Question 8","D","Explanation for Year 3 Question 8 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_9","3","1","Section 1","medium","Year 3 Question 9 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 9","Option B for Year 3 Question 9","Option C for Year 3 Question 9","Option D for Year 3 Question 9","A","Explanation for Year 3 Question 9 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_10","3","1","Section 1","medium","Year 3 Question 10 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 10","Option B for Year 3 Question 10","Option C for Year 3 Question 10","Option D for Year 3 Question 10","B","Explanation for Year 3 Question 10 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_11","3","1","Section 1","medium","Year 3 Question 11 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 11","Option B for Year 3 Question 11","Option C for Year 3 Question 11","Option D for Year 3 Question 11","C","Explanation for Year 3 Question 11 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
"y3_new_1770921611895_12","3","1","Section 1","medium","Year 3 Question 12 about low pressure steam systems, boilers, and safety.","Option A for Year 3 Question 12","Option B for Year 3 Question 12","Option C for Year 3 Question 12","Option D for Year 3 Question 12","D","Explanation for Year 3 Question 12 covering steam systems and boiler operations.","AIT Period 3 Curriculum"
